Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Post_Semester_GPA,Skill_Retention_Score
136882,STEM,Junior,3.513,3.91,Debugging/Troubleshooting,3.611,64.3
136883,Humanities,Sophomore,3.389,6.16,Summarizing_Reading,3.714,78.35
136884,Business,Sophomore,3.694,3.14,Ideation,3.984,84.06
136885,Medical,Sophomore,2.915,1.71,Direct_Answer_Generation,3.369,67.26
136886,Medical,Freshman,3.836,0.31,Direct_Answer_Generation,4.0,65.96
136887,Business,Graduate,2.614,1.85,Ideation,2.569,49.56
136888,STEM,Graduate,2.89,2.28,Debugging/Troubleshooting,3.436,100.0
136889,Arts,Senior,2.953,9.23,Ideation,3.273,75.78
136890,STEM,Junior,3.265,6.48,Copywriting/Drafting,3.434,83.27
136891,Medical,Senior,3.673,23.66,Summarizing_Reading,3.781,77.1
136892,STEM,Graduate,2.891,9.36,Debugging/Troubleshooting,3.109,64.73
136893,Business,Sophomore,1.918,2.68,Ideation,1.756,79.75
136894,STEM,Sophomore,3.768,15.77,Debugging/Troubleshooting,4.0,100.0
136895,Humanities,Senior,2.843,6.69,Copywriting/Drafting,2.961,77.54
136896,Business,Senior,3.655,15.71,Debugging/Troubleshooting,4.0,67.12
136897,Business,Senior,3.604,2.5,Ideation,3.762,54.85
136898,Arts,Sophomore,3.826,6.35,Ideation,3.952,67.76
136899,Business,Sophomore,2.727,1.04,Summarizing_Reading,3.153,62.03
136900,STEM,Junior,1.83,3.27,Summarizing_Reading,1.956,82.61
136901,Medical,Freshman,2.544,3.92,Ideation,2.62,77.32
136902,Arts,Freshman,2.787,8.48,Debugging/Troubleshooting,3.223,74.34
136903,STEM,Sophomore,3.468,3.74,Debugging/Troubleshooting,3.808,86.33
136904,Arts,Freshman,3.166,11.62,Summarizing_Reading,3.357,68.61
136905,Medical,Freshman,3.272,21.36,Direct_Answer_Generation,2.762,87.71
136906,Business,Senior,3.314,25.13,Ideation,3.498,77.45
136907,STEM,Junior,3.604,29.51,Copywriting/Drafting,3.718,50.02
136908,Business,Senior,3.272,3.26,Ideation,3.348,67.27
136909,Humanities,Freshman,2.309,0.82,Debugging/Troubleshooting,2.451,67.02
136910,Business,Sophomore,3.599,7.52,Ideation,3.575,74.71
136911,Business,Freshman,3.613,10.36,Direct_Answer_Generation,3.623,80.29
136912,Medical,Graduate,3.212,0.66,Summarizing_Reading,3.187,86.35
136913,Business,Freshman,3.527,2.49,Debugging/Troubleshooting,3.587,75.24
136914,STEM,Freshman,3.878,12.98,Debugging/Troubleshooting,4.0,90.37
136915,Business,Junior,3.073,2.19,Ideation,3.495,63.83
136916,Humanities,Sophomore,3.941,1.52,Copywriting/Drafting,4.0,71.36
136917,STEM,Graduate,3.709,0.05,Debugging/Troubleshooting,3.871,78.19
136918,Humanities,Senior,3.454,10.12,Direct_Answer_Generation,3.431,59.44
136919,STEM,Graduate,2.429,12.75,Direct_Answer_Generation,2.631,88.83
136920,Medical,Senior,2.936,1.3,Copywriting/Drafting,3.203,86.88
136921,Business,Freshman,3.542,39.04,Copywriting/Drafting,3.961,59.28
136922,Arts,Freshman,2.644,7.73,Ideation,3.078,84.88
136923,STEM,Freshman,3.4,4.14,Summarizing_Reading,3.662,72.59
136924,Business,Senior,3.443,36.75,Ideation,4.0,76.69
136925,Business,Senior,2.997,2.21,Ideation,3.446,82.15
136926,Humanities,Graduate,2.46,0.17,Copywriting/Drafting,2.538,72.75
136927,Medical,Senior,2.597,4.86,Summarizing_Reading,2.66,87.95
136928,Humanities,Sophomore,2.267,9.12,Copywriting/Drafting,2.609,77.97
136929,Business,Freshman,3.249,14.57,Debugging/Troubleshooting,3.773,91.98
136930,STEM,Sophomore,3.801,24.32,Summarizing_Reading,3.971,52.2
136931,Humanities,Freshman,3.008,1.48,Copywriting/Drafting,2.97,79.96
136932,Medical,Junior,3.338,8.62,Summarizing_Reading,3.772,76.1
136933,Arts,Freshman,3.127,0.75,Copywriting/Drafting,3.187,83.36
136934,Business,Senior,3.02,8.04,Ideation,3.388,84.01
136935,Medical,Senior,3.861,1.73,Ideation,4.0,89.4
136936,Humanities,Senior,3.731,10.49,Debugging/Troubleshooting,4.0,94.6
136937,Business,Graduate,3.291,7.63,Ideation,3.705,71.28
136938,Humanities,Senior,2.628,7.16,Copywriting/Drafting,2.916,57.68
136939,Business,Senior,2.045,17.23,Ideation,2.424,79.76
136940,Humanities,Freshman,3.408,1.48,Copywriting/Drafting,3.496,68.49
136941,Humanities,Graduate,3.751,1.73,Copywriting/Drafting,3.892,62.71
136942,Medical,Freshman,2.461,0.54,Copywriting/Drafting,2.439,97.53
136943,STEM,Junior,3.612,15.11,Debugging/Troubleshooting,4.0,73.37
136944,STEM,Graduate,3.135,4.99,Debugging/Troubleshooting,3.023,61.68
136945,STEM,Freshman,1.805,4.77,Debugging/Troubleshooting,2.027,74.1
136946,Humanities,Freshman,3.527,0.95,Ideation,3.224,72.99
136947,Humanities,Sophomore,2.804,10.28,Copywriting/Drafting,3.14,71.69
136948,STEM,Freshman,3.484,7.78,Debugging/Troubleshooting,3.75,68.71
136949,Business,Senior,2.234,4.8,Debugging/Troubleshooting,2.507,66.06
136950,Business,Sophomore,3.412,40.0,Ideation,3.714,64.09
136951,Arts,Freshman,2.977,12.86,Copywriting/Drafting,3.283,74.84
136952,Medical,Graduate,3.295,9.26,Summarizing_Reading,3.834,80.69
136953,Business,Freshman,3.552,10.9,Copywriting/Drafting,3.744,67.79
136954,STEM,Sophomore,3.586,15.06,Debugging/Troubleshooting,3.806,78.5
136955,STEM,Sophomore,3.252,24.14,Debugging/Troubleshooting,3.507,81.83
136956,Arts,Freshman,2.756,2.0,Copywriting/Drafting,2.943,84.07
136957,Business,Freshman,2.742,6.22,Direct_Answer_Generation,2.67,57.0
136958,STEM,Senior,3.869,10.03,Debugging/Troubleshooting,4.0,100.0
136959,STEM,Freshman,2.847,7.48,Debugging/Troubleshooting,3.024,67.21
136960,Arts,Freshman,3.58,12.25,Copywriting/Drafting,3.631,74.75
136961,Business,Junior,3.402,6.34,Ideation,3.61,83.63
136962,Business,Freshman,3.545,11.57,Copywriting/Drafting,3.517,67.3
136963,STEM,Sophomore,3.345,29.09,Debugging/Troubleshooting,3.401,87.73
136964,Business,Freshman,3.382,19.0,Copywriting/Drafting,3.49,59.34
136965,Arts,Sophomore,3.228,1.84,Direct_Answer_Generation,3.459,77.14
136966,Medical,Sophomore,3.551,2.29,Summarizing_Reading,3.998,74.36
136967,Business,Junior,2.4,9.23,Ideation,2.193,62.14
136968,Business,Junior,3.421,6.34,Ideation,3.731,81.11
136969,Business,Senior,3.348,25.5,Debugging/Troubleshooting,3.614,69.25
136970,Humanities,Graduate,3.216,5.32,Copywriting/Drafting,3.307,69.43
136971,STEM,Senior,2.997,7.92,Debugging/Troubleshooting,3.424,85.13
136972,Medical,Graduate,3.697,2.4,Copywriting/Drafting,3.951,88.44
136973,Business,Freshman,2.172,0.98,Ideation,1.959,76.69
136974,Business,Graduate,2.229,2.34,Direct_Answer_Generation,2.464,85.63
136975,Medical,Sophomore,3.239,0.34,Copywriting/Drafting,3.597,72.53
136976,Medical,Sophomore,2.798,18.04,Summarizing_Reading,3.076,67.31
136977,Business,Sophomore,3.05,2.39,Direct_Answer_Generation,2.954,65.11
136978,STEM,Senior,2.902,3.8,Debugging/Troubleshooting,3.339,90.46
136979,Humanities,Graduate,2.742,3.9,Direct_Answer_Generation,3.14,75.86
136980,Medical,Junior,3.121,9.62,Debugging/Troubleshooting,3.558,61.73
136981,STEM,Freshman,3.722,22.49,Debugging/Troubleshooting,3.807,67.53
136982,Medical,Freshman,3.61,2.2,Direct_Answer_Generation,4.0,70.7
136983,STEM,Sophomore,3.447,2.32,Debugging/Troubleshooting,3.493,70.58
136984,Business,Sophomore,3.877,1.42,Ideation,4.0,68.24
136985,Business,Sophomore,3.131,11.38,Summarizing_Reading,3.392,86.85
136986,STEM,Graduate,3.08,21.42,Copywriting/Drafting,3.429,80.19
136987,Medical,Sophomore,3.167,4.26,Ideation,3.365,76.43
136988,Business,Junior,2.428,2.14,Debugging/Troubleshooting,2.885,100.0
136989,STEM,Junior,3.186,6.02,Debugging/Troubleshooting,3.607,72.86
136990,Humanities,Graduate,2.486,11.64,Copywriting/Drafting,3.143,64.13
136991,Business,Junior,3.251,16.2,Debugging/Troubleshooting,3.264,77.9
136992,STEM,Sophomore,3.003,23.64,Debugging/Troubleshooting,3.516,73.57
136993,Medical,Junior,3.433,6.4,Ideation,3.926,61.76
136994,STEM,Sophomore,2.83,4.73,Debugging/Troubleshooting,3.109,55.68
136995,STEM,Freshman,3.267,5.72,Copywriting/Drafting,3.284,64.52
136996,STEM,Junior,2.94,19.54,Debugging/Troubleshooting,2.992,84.36
136997,STEM,Graduate,3.23,34.92,Direct_Answer_Generation,3.021,63.13
136998,Humanities,Graduate,3.114,2.48,Debugging/Troubleshooting,3.549,65.2
136999,Medical,Junior,2.658,2.93,Summarizing_Reading,2.61,78.9
137000,STEM,Senior,3.089,7.08,Direct_Answer_Generation,3.617,85.23
137001,STEM,Junior,3.229,11.92,Debugging/Troubleshooting,3.13,78.88
137002,STEM,Senior,3.74,40.0,Direct_Answer_Generation,3.18,53.19
137003,Business,Freshman,3.668,5.74,Ideation,3.752,96.97
137004,Business,Sophomore,3.218,5.19,Summarizing_Reading,3.582,71.95
137005,Arts,Sophomore,3.683,1.06,Ideation,3.868,61.17
137006,STEM,Freshman,2.346,7.71,Summarizing_Reading,2.876,82.8
137007,Business,Senior,3.113,8.31,Direct_Answer_Generation,3.404,82.11
137008,Business,Freshman,2.644,7.23,Ideation,2.907,70.47
137009,Business,Sophomore,2.848,3.95,Ideation,3.157,92.43
137010,Humanities,Graduate,3.529,14.64,Summarizing_Reading,3.656,73.42
137011,Arts,Senior,3.216,5.75,Summarizing_Reading,3.759,73.38
137012,Humanities,Junior,3.843,7.42,Ideation,4.0,52.87
137013,STEM,Sophomore,2.842,8.77,Debugging/Troubleshooting,3.111,99.27
137014,Humanities,Junior,3.54,9.08,Copywriting/Drafting,4.0,100.0
137015,Humanities,Freshman,3.21,22.91,Debugging/Troubleshooting,3.46,73.72
137016,STEM,Senior,2.355,3.53,Debugging/Troubleshooting,2.701,62.02
137017,Business,Sophomore,3.806,0.98,Ideation,4.0,63.12
137018,Medical,Junior,2.931,7.23,Ideation,3.316,82.25
137019,Business,Freshman,3.875,8.65,Ideation,3.872,88.63
137020,Humanities,Senior,2.926,1.23,Summarizing_Reading,3.246,81.67
137021,Arts,Graduate,2.989,1.4,Debugging/Troubleshooting,3.388,100.0
137022,Business,Junior,3.883,6.74,Ideation,4.0,74.5
137023,Humanities,Freshman,3.225,2.88,Copywriting/Drafting,3.386,71.01
137024,Business,Graduate,3.714,9.1,Direct_Answer_Generation,4.0,92.35
137025,Business,Junior,3.518,16.05,Debugging/Troubleshooting,3.673,81.62
137026,STEM,Freshman,3.517,13.34,Debugging/Troubleshooting,3.589,64.48
137027,Humanities,Freshman,3.686,5.29,Direct_Answer_Generation,3.961,96.17
137028,STEM,Freshman,3.112,5.01,Direct_Answer_Generation,3.293,75.56
137029,Medical,Freshman,2.536,5.39,Debugging/Troubleshooting,2.904,65.34
137030,STEM,Freshman,1.989,3.72,Direct_Answer_Generation,2.139,67.14
137031,STEM,Graduate,3.38,1.48,Debugging/Troubleshooting,3.5,60.67
137032,Humanities,Freshman,2.712,0.68,Debugging/Troubleshooting,2.897,64.75
137033,Arts,Junior,3.276,0.73,Ideation,3.214,62.0
137034,Humanities,Senior,3.499,1.06,Copywriting/Drafting,3.342,88.52
137035,Arts,Senior,2.709,0.97,Debugging/Troubleshooting,3.351,87.71
137036,Business,Graduate,3.948,4.86,Debugging/Troubleshooting,3.941,98.03
137037,Business,Graduate,3.409,1.33,Ideation,3.573,95.18
137038,Arts,Junior,2.447,7.36,Copywriting/Drafting,2.811,51.83
137039,STEM,Senior,3.578,6.43,Debugging/Troubleshooting,3.84,72.2
137040,Medical,Sophomore,2.841,0.82,Summarizing_Reading,2.905,72.67
137041,Arts,Junior,3.46,1.7,Direct_Answer_Generation,3.45,72.06
137042,Medical,Freshman,2.185,14.49,Debugging/Troubleshooting,2.36,93.4
137043,Arts,Senior,2.408,4.72,Copywriting/Drafting,2.619,81.64
137044,Medical,Sophomore,3.274,3.45,Summarizing_Reading,3.46,74.01
137045,STEM,Freshman,2.622,1.11,Ideation,2.561,38.52
137046,Humanities,Freshman,3.37,9.22,Copywriting/Drafting,3.738,80.15
137047,Humanities,Senior,3.5,2.44,Copywriting/Drafting,3.642,72.84
137048,STEM,Sophomore,3.186,8.67,Debugging/Troubleshooting,3.348,77.59
137049,Business,Senior,2.599,12.98,Direct_Answer_Generation,2.737,80.1
137050,STEM,Graduate,2.908,2.62,Summarizing_Reading,3.117,92.82
137051,STEM,Sophomore,3.536,4.82,Ideation,3.621,75.6
137052,Arts,Senior,3.286,16.7,Debugging/Troubleshooting,3.386,73.25
137053,Medical,Junior,3.967,3.54,Direct_Answer_Generation,4.0,86.44
137054,Arts,Senior,3.392,14.2,Copywriting/Drafting,3.414,53.0
137055,Arts,Sophomore,3.252,1.41,Debugging/Troubleshooting,3.81,100.0
137056,Business,Graduate,2.731,9.06,Copywriting/Drafting,2.883,58.75
137057,Medical,Graduate,2.762,5.79,Ideation,2.986,72.9
137058,Humanities,Sophomore,2.934,3.12,Copywriting/Drafting,2.975,96.88
137059,Medical,Freshman,3.368,9.45,Summarizing_Reading,3.545,87.75
137060,STEM,Senior,3.158,19.38,Summarizing_Reading,3.277,80.05
137061,Arts,Junior,3.702,15.99,Direct_Answer_Generation,3.241,54.38
137062,Business,Graduate,3.707,8.97,Debugging/Troubleshooting,4.0,85.71
137063,Business,Senior,3.31,5.62,Ideation,3.538,77.1
137064,Business,Senior,3.366,1.39,Debugging/Troubleshooting,3.424,73.43
137065,Arts,Senior,3.626,4.25,Copywriting/Drafting,3.711,64.77
137066,Arts,Sophomore,3.105,5.81,Debugging/Troubleshooting,3.285,62.68
137067,STEM,Graduate,2.642,36.48,Debugging/Troubleshooting,2.684,50.4
137068,STEM,Junior,3.251,21.05,Debugging/Troubleshooting,3.707,97.59
137069,STEM,Sophomore,2.909,5.41,Copywriting/Drafting,3.035,85.34
137070,STEM,Freshman,3.655,0.37,Copywriting/Drafting,3.639,59.89
137071,STEM,Sophomore,3.137,5.62,Debugging/Troubleshooting,3.147,75.59
137072,Business,Freshman,2.975,7.66,Copywriting/Drafting,3.017,76.99
137073,Humanities,Senior,2.947,5.56,Ideation,3.095,75.42
137074,Arts,Junior,3.491,0.34,Summarizing_Reading,3.951,77.5
137075,Humanities,Sophomore,3.112,7.38,Ideation,3.165,66.24
137076,Business,Graduate,3.596,0.92,Ideation,4.0,51.57
137077,STEM,Senior,2.291,1.6,Debugging/Troubleshooting,2.464,85.22
137078,Arts,Sophomore,2.371,0.68,Copywriting/Drafting,2.478,83.41
137079,Arts,Sophomore,3.141,1.61,Copywriting/Drafting,3.308,72.36
137080,Humanities,Junior,3.927,4.0,Copywriting/Drafting,4.0,70.39
137081,Humanities,Junior,2.558,12.82,Direct_Answer_Generation,2.923,59.25
137082,STEM,Sophomore,2.983,33.74,Summarizing_Reading,2.846,74.32
137083,Arts,Sophomore,3.258,4.2,Summarizing_Reading,3.304,62.82
137084,Business,Sophomore,2.855,22.66,Copywriting/Drafting,2.747,80.09
137085,Business,Graduate,2.268,2.4,Debugging/Troubleshooting,2.709,73.32
137086,STEM,Sophomore,2.351,12.46,Copywriting/Drafting,2.669,92.07
137087,STEM,Sophomore,3.904,17.34,Debugging/Troubleshooting,4.0,77.44
137088,STEM,Senior,3.217,17.15,Ideation,3.495,75.78
137089,STEM,Freshman,3.17,7.74,Debugging/Troubleshooting,3.23,100.0
137090,STEM,Senior,2.493,0.13,Debugging/Troubleshooting,3.042,90.63
137091,STEM,Senior,3.186,2.74,Debugging/Troubleshooting,3.754,57.42
137092,Business,Freshman,3.11,0.86,Direct_Answer_Generation,3.2,76.41
137093,Humanities,Freshman,3.247,6.33,Ideation,3.439,71.72
137094,Humanities,Junior,3.839,6.98,Direct_Answer_Generation,4.0,93.17
137095,Business,Senior,3.357,2.28,Direct_Answer_Generation,3.455,90.14
137096,Business,Senior,3.292,7.05,Ideation,3.644,64.74
137097,Business,Graduate,3.321,40.0,Direct_Answer_Generation,2.735,26.0
137098,STEM,Graduate,3.111,7.8,Summarizing_Reading,3.459,80.55
137099,Arts,Junior,3.26,10.67,Ideation,3.605,64.55
137100,Medical,Junior,3.248,8.24,Summarizing_Reading,3.322,68.82
137101,Humanities,Graduate,3.626,0.72,Debugging/Troubleshooting,3.858,92.63
137102,STEM,Senior,3.416,7.94,Debugging/Troubleshooting,3.804,69.1
137103,Medical,Sophomore,3.55,4.22,Ideation,3.726,64.16
137104,Medical,Sophomore,3.626,9.64,Summarizing_Reading,3.959,55.21
137105,STEM,Sophomore,3.051,0.39,Copywriting/Drafting,3.072,58.84
137106,STEM,Junior,3.556,31.3,Debugging/Troubleshooting,3.684,48.68
137107,Arts,Sophomore,2.911,4.86,Direct_Answer_Generation,2.67,82.16
137108,Humanities,Freshman,3.696,8.57,Direct_Answer_Generation,4.0,88.11
137109,Medical,Junior,3.367,7.22,Summarizing_Reading,3.915,75.84
137110,STEM,Graduate,3.316,16.35,Ideation,3.649,64.63
137111,Arts,Junior,3.769,21.68,Debugging/Troubleshooting,3.996,56.29
137112,STEM,Freshman,3.119,1.16,Summarizing_Reading,3.263,75.08
137113,STEM,Senior,2.254,14.81,Ideation,2.583,63.86
137114,Medical,Senior,3.72,0.15,Summarizing_Reading,3.829,94.61
137115,STEM,Senior,3.896,3.58,Ideation,3.743,73.0
137116,STEM,Senior,2.768,3.35,Ideation,2.809,51.93
137117,Arts,Senior,3.783,1.44,Ideation,4.0,75.92
137118,STEM,Senior,3.405,14.04,Ideation,3.575,59.4
137119,STEM,Graduate,3.36,40.0,Debugging/Troubleshooting,3.575,62.95
137120,Humanities,Junior,3.517,12.71,Copywriting/Drafting,4.0,81.46
137121,Business,Sophomore,3.347,5.54,Ideation,3.611,72.72
137122,Business,Freshman,3.009,0.17,Debugging/Troubleshooting,2.823,67.84
137123,Medical,Senior,2.801,7.29,Summarizing_Reading,3.338,65.74
137124,Business,Freshman,3.284,5.34,Copywriting/Drafting,3.533,80.54
137125,Humanities,Graduate,1.864,0.16,Copywriting/Drafting,2.092,69.14
137126,Humanities,Sophomore,2.88,6.85,Debugging/Troubleshooting,3.05,81.63
137127,Arts,Graduate,3.299,0.86,Copywriting/Drafting,3.753,92.08
137128,Business,Junior,3.802,1.98,Debugging/Troubleshooting,4.0,88.09
137129,Medical,Junior,2.828,7.38,Summarizing_Reading,3.236,80.75
137130,Medical,Sophomore,2.643,3.1,Summarizing_Reading,2.71,60.58
137131,Humanities,Freshman,2.817,9.76,Copywriting/Drafting,2.942,85.11
137132,Business,Freshman,3.457,0.62,Summarizing_Reading,3.516,69.95
137133,Business,Junior,2.45,0.76,Ideation,2.824,79.44
137134,STEM,Graduate,3.772,21.85,Debugging/Troubleshooting,3.988,76.69
137135,STEM,Junior,3.025,1.46,Ideation,3.248,69.62
137136,Arts,Graduate,2.029,1.11,Ideation,2.266,64.72
137137,Business,Graduate,2.63,17.17,Ideation,2.669,87.02
137138,Business,Freshman,1.929,2.05,Ideation,1.938,67.26
137139,Business,Senior,2.221,10.83,Direct_Answer_Generation,2.598,76.82
137140,Arts,Sophomore,3.545,7.08,Ideation,3.77,67.33
137141,STEM,Freshman,3.723,4.31,Debugging/Troubleshooting,4.0,94.53
137142,Business,Sophomore,3.44,15.06,Ideation,3.688,74.68
137143,Humanities,Sophomore,3.371,12.49,Copywriting/Drafting,3.621,73.98
137144,Medical,Senior,3.754,0.27,Copywriting/Drafting,4.0,58.92
137145,Business,Sophomore,2.064,4.82,Summarizing_Reading,2.151,78.11
137146,Medical,Sophomore,3.495,3.52,Debugging/Troubleshooting,3.545,89.78
137147,Humanities,Graduate,3.745,1.68,Copywriting/Drafting,3.789,85.99
137148,Medical,Freshman,2.944,21.75,Debugging/Troubleshooting,3.616,100.0
137149,Medical,Senior,3.203,1.7,Direct_Answer_Generation,3.508,86.19
137150,Business,Graduate,3.301,6.17,Ideation,3.842,83.09
137151,Humanities,Junior,3.483,1.58,Copywriting/Drafting,3.711,74.41
137152,Humanities,Junior,3.484,2.12,Direct_Answer_Generation,3.67,74.92
137153,Arts,Freshman,3.485,11.44,Copywriting/Drafting,3.539,100.0
137154,Business,Junior,3.774,9.56,Debugging/Troubleshooting,4.0,62.45
137155,Humanities,Sophomore,3.568,4.61,Copywriting/Drafting,3.691,83.81
137156,Business,Senior,3.266,1.96,Copywriting/Drafting,3.457,84.32
137157,Business,Senior,2.732,37.89,Debugging/Troubleshooting,2.98,88.13
137158,STEM,Freshman,3.549,0.58,Summarizing_Reading,3.912,80.5
137159,STEM,Junior,3.117,0.21,Copywriting/Drafting,3.397,62.84
137160,STEM,Graduate,2.858,40.0,Summarizing_Reading,3.09,92.49
137161,STEM,Junior,3.898,2.09,Debugging/Troubleshooting,4.0,88.18
137162,Humanities,Junior,2.954,9.14,Direct_Answer_Generation,3.173,85.18
137163,Arts,Graduate,3.403,15.85,Copywriting/Drafting,3.492,71.9
137164,Humanities,Graduate,3.413,0.85,Summarizing_Reading,3.687,60.68
137165,STEM,Sophomore,3.971,27.9,Debugging/Troubleshooting,4.0,83.71
137166,Humanities,Freshman,3.229,0.98,Ideation,3.222,79.89
137167,Medical,Graduate,3.441,4.83,Ideation,3.504,63.35
137168,Humanities,Sophomore,3.905,2.52,Copywriting/Drafting,4.0,68.12
137169,Medical,Senior,3.884,3.41,Summarizing_Reading,4.0,86.31
137170,STEM,Sophomore,3.857,0.97,Ideation,3.91,82.86
137171,STEM,Freshman,3.179,11.55,Direct_Answer_Generation,3.488,78.05
137172,Business,Junior,3.626,8.26,Ideation,3.625,67.62
137173,Business,Freshman,3.048,16.02,Copywriting/Drafting,3.233,64.23
137174,Arts,Freshman,3.339,23.62,Ideation,3.556,61.46
137175,Arts,Junior,2.526,1.24,Summarizing_Reading,2.788,75.39
137176,STEM,Freshman,2.055,2.3,Debugging/Troubleshooting,2.174,70.93
137177,Business,Freshman,3.241,12.83,Copywriting/Drafting,3.586,76.29
137178,Business,Freshman,2.084,8.66,Ideation,2.453,41.74
137179,Arts,Junior,2.785,4.48,Direct_Answer_Generation,3.072,100.0
137180,Humanities,Graduate,2.757,7.04,Copywriting/Drafting,2.724,51.18
137181,STEM,Freshman,3.369,0.05,Direct_Answer_Generation,3.675,62.51
137182,Business,Junior,2.698,14.3,Ideation,2.859,79.27
137183,Medical,Junior,2.959,3.17,Summarizing_Reading,3.354,82.14
137184,STEM,Freshman,3.489,21.28,Copywriting/Drafting,3.472,77.59
137185,STEM,Freshman,3.944,0.34,Debugging/Troubleshooting,4.0,80.06
137186,Humanities,Sophomore,2.321,5.25,Ideation,2.402,69.1
137187,Arts,Senior,3.362,20.37,Copywriting/Drafting,4.0,100.0
137188,Humanities,Graduate,3.598,2.3,Copywriting/Drafting,3.862,86.48
137189,STEM,Junior,3.509,9.64,Direct_Answer_Generation,3.527,74.27
137190,Business,Freshman,3.693,6.43,Ideation,4.0,83.97
137191,STEM,Sophomore,3.161,22.08,Summarizing_Reading,3.289,56.42
137192,STEM,Graduate,2.185,24.13,Copywriting/Drafting,2.307,94.08
137193,Humanities,Freshman,3.423,0.19,Copywriting/Drafting,3.73,59.7
137194,Humanities,Junior,2.83,12.76,Summarizing_Reading,3.294,68.75
137195,Humanities,Freshman,3.371,1.44,Copywriting/Drafting,3.207,65.68
137196,STEM,Freshman,2.616,3.91,Ideation,2.852,78.6
137197,Humanities,Sophomore,3.77,14.92,Copywriting/Drafting,3.978,68.62
137198,Arts,Graduate,3.484,6.19,Debugging/Troubleshooting,3.7,79.02
137199,Humanities,Senior,3.11,13.92,Direct_Answer_Generation,3.19,56.23
137200,Business,Freshman,3.248,6.72,Ideation,3.102,97.68
137201,STEM,Freshman,3.303,11.14,Debugging/Troubleshooting,3.166,85.1
137202,STEM,Junior,3.241,10.47,Copywriting/Drafting,3.156,100.0
137203,Medical,Freshman,3.407,0.81,Direct_Answer_Generation,3.199,82.84
137204,Humanities,Sophomore,3.814,34.0,Copywriting/Drafting,4.0,54.86
137205,Humanities,Senior,3.855,1.46,Direct_Answer_Generation,4.0,86.07
137206,Medical,Junior,3.072,23.95,Debugging/Troubleshooting,3.496,65.86
137207,Business,Graduate,2.904,3.8,Ideation,3.405,57.02
137208,Arts,Senior,2.676,0.79,Direct_Answer_Generation,3.144,94.94
137209,Business,Junior,2.684,7.0,Summarizing_Reading,2.924,80.2
137210,STEM,Senior,3.01,20.81,Debugging/Troubleshooting,3.749,100.0
137211,Medical,Freshman,2.538,10.92,Copywriting/Drafting,2.658,51.59
137212,Medical,Freshman,3.207,13.62,Ideation,3.269,73.36
137213,STEM,Senior,2.491,4.83,Debugging/Troubleshooting,2.57,65.41
137214,Arts,Freshman,2.477,4.47,Copywriting/Drafting,2.549,69.13
137215,Humanities,Freshman,3.647,4.42,Copywriting/Drafting,3.569,75.82
137216,Business,Sophomore,2.103,0.68,Copywriting/Drafting,2.239,79.69
137217,STEM,Graduate,3.562,18.88,Copywriting/Drafting,3.834,76.11
137218,Business,Graduate,3.864,2.99,Debugging/Troubleshooting,3.861,70.85
137219,STEM,Senior,3.38,5.62,Debugging/Troubleshooting,4.0,87.01
137220,Business,Graduate,3.447,1.19,Ideation,3.64,72.51
137221,STEM,Senior,3.013,19.83,Debugging/Troubleshooting,2.889,85.4
137222,Humanities,Freshman,2.392,3.4,Direct_Answer_Generation,2.737,62.06
137223,Business,Sophomore,2.137,25.71,Copywriting/Drafting,2.372,62.45
137224,Medical,Junior,3.167,1.48,Direct_Answer_Generation,3.087,78.72
137225,STEM,Freshman,3.646,0.12,Debugging/Troubleshooting,3.686,61.71
137226,Medical,Sophomore,3.318,1.48,Summarizing_Reading,3.509,75.25
137227,Humanities,Senior,3.303,4.78,Ideation,3.831,100.0
137228,Arts,Sophomore,3.296,23.92,Direct_Answer_Generation,3.25,73.33
137229,Business,Graduate,3.526,15.78,Ideation,3.808,86.59
137230,Arts,Sophomore,3.48,1.04,Summarizing_Reading,3.687,56.63
137231,Business,Freshman,3.494,6.46,Ideation,3.621,73.14
137232,Business,Freshman,3.661,0.67,Ideation,3.786,74.15
137233,Humanities,Senior,3.614,3.83,Copywriting/Drafting,3.949,82.53
137234,Medical,Sophomore,3.204,8.27,Summarizing_Reading,3.61,94.37
137235,Arts,Sophomore,2.293,2.83,Summarizing_Reading,2.525,70.15
137236,Humanities,Senior,3.309,0.27,Debugging/Troubleshooting,3.336,64.78
137237,STEM,Junior,3.755,3.98,Debugging/Troubleshooting,4.0,82.77
137238,Arts,Senior,2.559,1.53,Direct_Answer_Generation,2.395,56.82
137239,Medical,Junior,3.108,2.18,Copywriting/Drafting,3.347,69.57
137240,STEM,Graduate,1.74,1.57,Ideation,1.721,68.17
137241,Medical,Sophomore,3.165,1.55,Summarizing_Reading,3.301,95.67
137242,STEM,Sophomore,3.171,19.78,Direct_Answer_Generation,2.829,58.09
137243,Medical,Senior,2.853,5.73,Summarizing_Reading,3.015,60.64
137244,Business,Senior,3.924,10.27,Ideation,4.0,80.09
137245,Humanities,Freshman,2.774,2.28,Copywriting/Drafting,2.573,82.61
137246,Humanities,Senior,2.091,1.97,Summarizing_Reading,2.274,72.06
137247,Business,Freshman,3.518,4.63,Copywriting/Drafting,3.561,69.31
137248,Business,Graduate,3.685,8.24,Ideation,4.0,97.03
